1.0|ICE_WHYSOHOT
0.9698917977443597|partterssk
0.9303502086419625|nilannal
0.9237369680709839|Lucil_frondez
0.920488154903212|tchld97
0.9179715184372097|WHATTHEPPP
0.8973341301116387|whoi_amp
0.8919762147954774|fiapalityoong
0.8891139774636089|Rihanna4ggmail1
0.888253463800445|Muse_ichorchoco
0.8833129960949134|ChamasonT
0.8830704308289821|mnsnnz
0.8826930617507391|0Eightyfour
0.8826580191513116|suweeteak27
0.8778458756319625|IAmNnaT
0.8725926755211805|nutdora
0.8721605519535632|JaJaajam_
0.8699133962922478|Doctorsherlockk
0.8675940217744733|gemmyyyyy_
0.8670444492353034|rkkox_
0.8603640954992088|worarit163
0.8603338456871391|OliveOilzzzz
0.8598052638227717|detyutio
0.8596302853777935|CT1106x
0.8588993196101287|_aomppl
0.8559981801733118|TheRealSasi_
0.8552054167095763|phupotter
0.8529233978256676|DoubleA_4064
0.8526280072419258|wprmbddk
0.8520021305570884|chutikarn_pt
0.8507417333050986|lskp4
0.8495203605999816|areng_elf2
0.8492043116469605|sangwaiveedpua
0.846937715312646|pymcoolkids
0.8464087133493603|SherL0ckPuAy
0.8462101280694927|kislymaix
0.8442519090168807|Pearomm_P
0.8425793189285141|MzPbk
0.8412926004248871|MasakiKQ001
0.8411614590798987|Nant1998
0.839093550518315|InnerskyBiebs
0.8371179777521047|ToofyZ_GD
0.8368403268317344|already201
0.8364797750999092|Honiismz
0.8364797750999092|neymar_wk
0.8364797750999092|parkypatt
0.8364797750999092|SkKPAokwawd79hu
0.8363278539715426|supersrsg
0.8362714042284459|spogniir
0.8360410627494069|peekboo_yy
0.8359177947524664|MatchaCat25
0.8354913033384761|i_wani_
0.834604386461258|nosey_ya
0.8333569584553734|whyntw
0.8330660107495365|MasSaengnin
0.8324805321420777|jfghvgbddv
0.8318672125149779|beckybeck192
0.8298961617228532|Wolfpylop
0.8267117062351576|bmnrds
0.8258788229240983|skyglade05
0.825399363688107|mamaoRN
0.8253801474360187|khqhux
0.8252082158765599|skullnoon
0.825160906507587|Mona_11rd
0.8248802581253581|ohmythisisgod
0.8245276135340196|say_whatdafak
0.8232503651788556|bw93x_
0.8218224703970387|THE_Aknitta
0.8198212506968938|twentythmay_
0.8177174057895807|MwNatt
0.8175078616535737|needxjungkook
0.8173351548770778|Khim7_KLAB
0.8163481676023424|BANKTHANANYA
0.8152937791307339|mbf_doraem
0.8152336203872206|nnnewmile
0.8149941508221271|Mr_dopound
0.8144458200689373|aomaomalik
0.8144025586597503|Timmywhalee
0.8144014571110829|AtOMiXbOOm
0.81360553334167|Taiger_PK
0.812294762977166|JunJarn
0.8122541446166768|toonnaphat99
0.8094735973002053|JJ_1994_YC
0.8091524540159951|HEEMaNs_XIXXCIV
